,customer_id,annual_income,vehicle_make,vehicle_model,vehicle_year,loan_amount,initial_apr,current_apr,loan_term_months,autopay_enrolled,num_successful_payments,credit_score,loan_start_date,loan_end_date,loan_status,target
1090,CUST00001091,38569.11,Chevrolet,Equinox,2023,19940.41,16.77,17.44,84,False,22,438,2022-06-08,2029-05-02,Paid Off,0
1091,CUST00001092,81415.9,Cadillac,CT5,2022,75558.36,4.47,4.04,84,True,45,765,2024-07-20,2031-06-14,Default,1
1093,CUST00001094,84032.84,Cadillac,Escalade ESV,2025,41841.03,6.71,8.5,24,True,16,697,2022-12-27,2024-12-16,Paid Off,0
1096,CUST00001097,26884.46,Chevrolet,Silverado 2500HD,2024,5451.82,16.82,19.17,84,True,31,440,2025-01-24,2031-12-19,Default,1
1103,CUST00001104,106294.87,GMC,Sierra 2500HD,2022,55366.47,5.17,6.54,24,False,23,702,2025-05-26,2027-05-16,Default,1
1121,CUST00001122,109009.85,Chevrolet,Trax,2024,50296.03,10.78,11.41,36,True,21,615,2023-12-06,2026-11-20,Default,1
1127,CUST00001128,69969.76,GMC,Sierra 3500HD,2022,21803.99,17.03,18.53,24,True,11,415,2023-09-17,2025-09-06,Paid Off,0
1135,CUST00001136,116574.2,GMC,Yukon XL,2023,86396.55,12.44,14.65,60,False,40,619,2022-03-08,2027-02-10,Default,1
1150,CUST00001151,65556.91,Chevrolet,Trax,2024,17684.86,17.41,19.7,36,False,13,521,2022-04-23,2025-04-07,Paid Off,0
1161,CUST00001162,89395.32,Cadillac,XT4,2022,75399.66,3.85,4.65,36,True,34,785,2024-05-22,2027-05-07,Default,1
1175,CUST00001176,49256.46,Chevrolet,Malibu,2025,27392.9,18.62,20.08,24,False,13,487,2023-05-26,2025-05-15,Paid Off,0
1179,CUST00001180,96136.51,Cadillac,XT5,2023,51342.07,14.71,16.98,36,False,20,524,2024-08-04,2027-07-20,Default,1
1180,CUST00001181,32207.5,Chevrolet,Corvette,2022,10160.88,14.25,16.27,36,False,18,393,2024-04-27,2027-04-12,Paid Off,0
1184,CUST00001185,112860.57,Cadillac,XT6,2024,44070.15,11.12,12.8,36,False,31,682,2022-06-19,2025-06-03,Paid Off,0
1199,CUST00001200,97380.69,Chevrolet,Bolt EV,2022,53258.41,17.18,19.81,60,True,26,588,2024-10-04,2029-09-08,Paid Off,0
1213,CUST00001214,30180.01,Buick,Encore,2023,9842.6,16.57,15.89,36,True,15,532,2024-08-31,2027-08-16,Default,1
1216,CUST00001217,84857.79,Cadillac,Lyriq,2024,37104.48,15.27,15.02,36,True,12,543,2022-02-11,2025-01-26,Paid Off,0
1218,CUST00001219,92011.43,GMC,Sierra 2500HD,2024,75193.09,4.33,5.96,24,False,22,711,2023-07-28,2025-07-17,Paid Off,0
1219,CUST00001220,90409.97,Cadillac,Lyriq,2025,73901.83,4.91,6.44,36,True,33,816,2022-09-25,2025-09-09,Paid Off,0
1224,CUST00001225,51049.16,GMC,Sierra 2500HD,2025,17220.93,18.6,18.54,36,True,11,544,2024-08-03,2027-07-19,Paid Off,0
1235,CUST00001236,35143.79,Chevrolet,Tahoe,2025,10863.62,16.94,17.82,24,False,13,402,2021-12-27,2023-12-17,Paid Off,0
1238,CUST00001239,63526.13,Chevrolet,Malibu,2023,34504.58,16.05,17.98,72,False,16,555,2025-08-10,2031-07-10,Default,1
1247,CUST00001248,86044.44,Chevrolet,Bolt EV,2025,37505.47,10.44,10.23,24,False,17,687,2023-08-15,2025-08-04,Paid Off,0
1280,CUST00001281,49518.46,Chevrolet,Trailblazer,2024,11402.52,14.76,15.94,24,True,7,585,2022-11-25,2024-11-14,Paid Off,0
1292,CUST00001293,51140.8,GMC,Sierra 1500,2025,47743.18,5.23,7.13,24,True,23,731,2025-09-21,2027-09-11,Default,1
1294,CUST00001295,59861.59,Chevrolet,Silverado 1500,2025,31717.33,8.0,7.02,72,True,40,672,2022-06-06,2028-05-05,Default,1
1298,CUST00001299,54935.31,Chevrolet,Silverado 1500,2024,21689.78,15.34,15.19,24,False,15,484,2023-03-30,2025-03-19,Paid Off,0
1308,CUST00001309,34661.27,Chevrolet,Malibu,2023,16268.1,14.21,16.94,36,True,10,549,2024-12-24,2027-12-09,Paid Off,0
1310,CUST00001311,112223.77,Cadillac,Celestiq,2022,77669.41,4.7,5.75,48,False,40,850,2025-05-30,2029-05-09,Default,1
1329,CUST00001330,109993.87,GMC,Hummer EV,2025,70277.35,12.19,13.4,60,True,35,634,2022-10-26,2027-09-30,Paid Off,0
1330,CUST00001331,50809.96,GMC,Terrain,2022,22306.64,18.18,18.96,72,False,32,468,2024-06-04,2030-05-04,Paid Off,0
1338,CUST00001339,29610.94,Buick,Encore GX,2024,14136.31,16.8,19.14,24,False,10,519,2022-07-28,2024-07-17,Paid Off,0
1350,CUST00001351,85637.02,Cadillac,Lyriq,2024,37767.7,14.07,13.1,36,False,16,541,2022-11-16,2025-10-31,Paid Off,0
1351,CUST00001352,102809.15,Cadillac,Escalade ESV,2024,37563.28,16.03,15.85,36,True,12,562,2022-02-20,2025-02-04,Paid Off,0
1364,CUST00001365,55535.83,GMC,Terrain,2025,23465.71,18.48,21.01,48,False,29,509,2024-03-05,2028-02-13,Default,1
1368,CUST00001369,75003.9,GMC,Yukon,2024,48514.12,4.35,6.86,72,True,46,730,2023-12-15,2029-11-13,Paid Off,0
1376,CUST00001377,93495.03,Cadillac,XT4,2023,48498.14,17.67,17.83,36,False,15,513,2025-10-08,2028-09-22,Default,1
1379,CUST00001380,102326.48,Cadillac,Escalade,2025,20835.39,14.08,15.12,48,False,17,598,2023-03-29,2027-03-08,Paid Off,0
1386,CUST00001387,71209.35,GMC,Canyon,2024,28991.37,14.28,13.96,84,False,30,443,2022-07-15,2029-06-08,Paid Off,0
1390,CUST00001391,42854.58,Buick,Regal,2024,9002.42,14.66,17.2,24,False,11,367,2022-01-07,2023-12-28,Paid Off,0
1393,CUST00001394,59328.67,Chevrolet,Colorado,2024,23194.15,10.5,12.42,36,True,25,686,2024-08-01,2027-07-17,Paid Off,0
1400,CUST00001401,95600.34,GMC,Terrain,2022,39930.21,11.65,11.28,24,True,19,633,2025-11-01,2027-10-22,Paid Off,0
1401,CUST00001402,25525.3,Buick,Encore GX,2025,8202.78,18.74,20.94,36,True,19,376,2022-08-29,2025-08-13,Paid Off,0
1405,CUST00001406,34863.59,Chevrolet,Silverado 3500HD,2023,14485.78,18.15,20.25,36,False,16,432,2022-05-30,2025-05-14,Paid Off,0
1417,CUST00001418,30543.62,Chevrolet,Corvette,2023,15133.49,15.49,16.29,48,False,15,408,2025-04-09,2029-03-19,Paid Off,0
1426,CUST00001427,110131.17,Cadillac,XT4,2024,63518.79,4.79,4.08,36,False,32,809,2023-12-07,2026-11-21,Default,1
1431,CUST00001432,39985.99,Chevrolet,Silverado 1500,2024,22357.07,15.95,18.72,60,False,18,408,2023-04-04,2028-03-08,Default,1
1434,CUST00001435,39929.46,Chevrolet,Corvette,2024,24322.11,17.34,20.01,48,False,15,540,2024-03-24,2028-03-03,Default,1
1440,CUST00001441,25084.52,Chevrolet,Trax,2024,8397.99,18.83,20.59,24,False,7,372,2023-10-19,2025-10-08,Paid Off,0
1450,CUST00001451,71753.44,Buick,Envision,2024,19478.24,14.8,16.99,36,False,11,587,2022-09-08,2025-08-23,Paid Off,0
1451,CUST00001452,76352.99,GMC,Acadia,2022,58304.17,13.13,14.97,36,True,31,616,2022-02-20,2025-02-04,Paid Off,0
1461,CUST00001462,53399.33,Chevrolet,Equinox,2022,26205.5,14.9,16.85,72,True,17,463,2025-10-08,2031-09-07,Default,1
1464,CUST00001465,105024.5,GMC,Terrain,2024,65422.45,3.29,4.96,72,False,40,829,2025-09-08,2031-08-08,Default,1
1466,CUST00001467,44840.39,Buick,Encore,2025,20227.01,17.95,20.1,36,False,18,382,2025-04-11,2028-03-26,Default,1
1467,CUST00001468,112815.98,Cadillac,XT4,2025,70859.0,2.84,2.38,24,True,23,830,2022-12-10,2024-11-29,Paid Off,0
1471,CUST00001472,106009.81,GMC,Hummer EV,2023,40026.63,14.31,14.14,24,True,17,639,2022-10-20,2024-10-09,Paid Off,0
1476,CUST00001477,55283.08,Chevrolet,Trax,2023,30009.29,9.15,8.64,24,True,20,659,2025-05-17,2027-05-07,Default,1
1479,CUST00001480,114387.54,Chevrolet,Traverse,2022,73575.33,3.27,6.13,24,True,21,768,2025-01-26,2027-01-16,Default,1
1480,CUST00001481,27239.88,Chevrolet,Blazer,2025,15713.78,16.16,15.36,24,False,16,443,2023-01-06,2024-12-26,Paid Off,0
1483,CUST00001484,48722.99,Chevrolet,Silverado 2500HD,2023,10793.48,18.38,19.86,72,False,20,419,2023-10-09,2029-09-07,Default,1
1485,CUST00001486,76943.48,Buick,Encore,2023,37902.6,17.88,20.21,24,True,9,511,2024-11-03,2026-10-24,Paid Off,0
1499,CUST00001500,105083.8,GMC,Acadia,2023,70280.22,4.35,5.18,24,True,23,823,2022-10-23,2024-10-12,Paid Off,0
1502,CUST00001503,68174.43,Chevrolet,Silverado 3500HD,2024,42854.39,4.85,7.21,36,False,28,722,2022-06-16,2025-05-31,Paid Off,0
1509,CUST00001510,51031.94,GMC,Sierra 3500HD,2024,20975.15,13.72,15.82,24,False,17,604,2023-07-06,2025-06-25,Paid Off,0
1516,CUST00001517,65807.99,Chevrolet,Equinox,2024,56159.74,7.76,8.38,24,True,19,695,2023-04-30,2025-04-19,Paid Off,0
1520,CUST00001521,67045.85,Buick,Encore GX,2023,30089.18,17.1,19.72,84,False,25,443,2023-07-16,2030-06-09,Default,1
1523,CUST00001524,34052.42,Chevrolet,Trax,2025,18877.42,14.75,17.4,36,True,20,411,2022-07-16,2025-06-30,Paid Off,0
1524,CUST00001525,28319.23,Chevrolet,Tahoe,2024,17142.04,18.58,20.64,24,False,10,539,2022-02-11,2024-02-01,Paid Off,0
1532,CUST00001533,64789.91,Buick,Enclave,2024,16779.51,15.11,14.57,60,True,26,556,2022-09-23,2027-08-28,Default,1
1533,CUST00001534,28605.32,Buick,Encore,2022,11293.38,18.36,20.45,24,True,9,486,2022-03-30,2024-03-19,Paid Off,0
1534,CUST00001535,57289.97,Chevrolet,Trax,2023,21978.91,16.58,15.77,48,True,24,416,2025-06-16,2029-05-26,Default,1
1542,CUST00001543,42603.56,Chevrolet,Traverse,2022,25481.55,13.01,14.46,24,True,20,600,2022-10-27,2024-10-16,Paid Off,0
1550,CUST00001551,79103.44,Chevrolet,Camaro,2022,16713.41,17.79,18.35,36,True,24,545,2022-09-24,2025-09-08,Paid Off,0
1551,CUST00001552,62047.12,Chevrolet,Blazer,2023,39326.68,4.93,4.95,24,True,23,727,2022-03-01,2024-02-19,Paid Off,0
1554,CUST00001555,113220.1,Cadillac,XT4,2025,44924.89,14.26,15.0,84,True,16,517,2022-09-09,2029-08-03,Default,1
1566,CUST00001567,88109.7,Chevrolet,Silverado 3500HD,2025,88206.61,2.77,5.4,24,True,19,769,2023-06-18,2025-06-07,Paid Off,0
1568,CUST00001569,113011.15,GMC,Yukon,2022,69116.65,4.94,4.65,24,True,23,752,2021-11-07,2023-10-28,Paid Off,0
1569,CUST00001570,80862.89,Cadillac,XT4,2023,74226.12,4.11,5.75,24,True,22,775,2023-06-14,2025-06-03,Paid Off,0
1573,CUST00001574,35058.03,Chevrolet,Silverado 1500,2024,12240.11,14.23,16.83,60,False,30,419,2024-07-19,2029-06-23,Paid Off,0
1574,CUST00001575,80939.2,Cadillac,XT5,2024,30748.94,10.17,12.85,84,True,35,611,2023-03-04,2030-01-26,Default,1
1580,CUST00001581,49588.95,Chevrolet,Camaro,2023,24494.17,14.42,16.82,48,True,26,428,2025-10-07,2029-09-16,Paid Off,0
1586,CUST00001587,31152.84,Chevrolet,Impala,2022,13337.96,14.47,14.68,24,False,15,458,2022-08-01,2024-07-21,Paid Off,0
1590,CUST00001591,97336.4,Chevrolet,Malibu,2022,47570.7,17.06,16.84,72,True,23,532,2025-09-05,2031-08-05,Default,1
1599,CUST00001600,88077.19,Chevrolet,Malibu,2025,56415.25,4.6,5.84,36,False,31,748,2021-12-22,2024-12-06,Paid Off,0
1608,CUST00001609,90765.32,GMC,Hummer EV,2025,39936.06,6.95,5.97,36,True,22,697,2022-03-31,2025-03-15,Paid Off,0
1611,CUST00001612,85321.4,Chevrolet,Silverado 2500HD,2025,79826.36,3.55,3.19,24,True,19,758,2022-07-21,2024-07-10,Paid Off,0
1613,CUST00001614,102441.91,GMC,Terrain,2022,62252.63,4.33,3.37,36,True,34,828,2022-10-01,2025-09-15,Paid Off,0
1633,CUST00001634,117942.81,GMC,Acadia,2025,77010.69,4.69,6.19,72,True,45,816,2022-01-08,2027-12-08,Default,1
1644,CUST00001645,108130.01,Cadillac,CT4,2024,84054.06,6.91,9.3,24,True,20,728,2023-02-14,2025-02-03,Paid Off,0
1656,CUST00001657,93375.42,Cadillac,CT5,2025,57399.78,15.29,14.66,24,True,10,574,2023-04-08,2025-03-28,Paid Off,0
1657,CUST00001658,38397.33,Buick,Enclave,2022,29401.85,13.92,15.15,24,True,19,636,2022-10-29,2024-10-18,Paid Off,0
1663,CUST00001664,75618.07,Chevrolet,Trax,2023,42948.53,10.16,12.49,24,True,16,663,2025-03-10,2027-02-28,Paid Off,0
1665,CUST00001666,112291.85,Cadillac,Escalade,2024,48743.6,11.04,12.66,24,True,17,673,2023-08-07,2025-07-27,Paid Off,0
1669,CUST00001670,55196.75,Chevrolet,Suburban,2023,27648.19,17.39,18.3,72,True,29,526,2025-03-04,2031-02-01,Default,1
1670,CUST00001671,113298.71,GMC,Hummer EV,2024,57583.27,13.24,12.67,36,True,30,621,2024-05-31,2027-05-16,Default,1
1679,CUST00001680,80172.34,GMC,Yukon XL,2023,71973.77,3.48,5.03,72,True,42,799,2024-06-07,2030-05-07,Default,1
1681,CUST00001682,84783.45,Cadillac,XT5,2025,61418.29,8.61,9.7,36,False,29,689,2022-06-19,2025-06-03,Paid Off,0
1682,CUST00001683,107346.12,Cadillac,Escalade,2022,68092.24,2.68,5.08,36,True,29,824,2022-07-07,2025-06-21,Paid Off,0
1686,CUST00001687,39678.34,Chevrolet,Suburban,2025,16372.19,15.99,15.99,60,True,25,410,2024-07-09,2029-06-13,Default,1
1692,CUST00001693,30216.39,Chevrolet,Suburban,2022,19226.21,16.97,19.51,48,False,16,587,2023-01-31,2027-01-10,Paid Off,0
1702,CUST00001703,101672.25,Cadillac,XT5,2022,48000.81,17.28,17.0,24,True,9,540,2023-10-07,2025-09-26,Paid Off,0
1710,CUST00001711,99733.4,GMC,Acadia,2022,83875.88,3.37,3.56,36,False,31,827,2022-04-28,2025-04-12,Paid Off,0
1711,CUST00001712,60098.27,Buick,Regal,2025,34341.82,8.38,7.94,72,False,35,667,2025-03-14,2031-02-11,Paid Off,0
1721,CUST00001722,60309.55,GMC,Yukon XL,2023,25142.46,14.83,14.66,60,False,28,509,2022-09-29,2027-09-03,Paid Off,0
1737,CUST00001738,95848.09,Cadillac,XT5,2022,83040.53,6.96,9.21,60,True,44,726,2022-10-24,2027-09-28,Paid Off,0
1740,CUST00001741,100402.42,GMC,Terrain,2023,87562.36,8.27,8.5,36,False,23,653,2022-05-21,2025-05-05,Paid Off,0
1741,CUST00001742,48632.39,Chevrolet,Trailblazer,2024,19069.4,14.95,14.81,36,False,17,476,2022-08-27,2025-08-11,Paid Off,0
1747,CUST00001748,94943.34,Cadillac,CT5,2022,65437.14,10.71,11.79,36,False,30,657,2022-02-25,2025-02-09,Paid Off,0
1748,CUST00001749,96398.56,Chevrolet,Colorado,2023,70861.47,5.76,6.84,24,False,23,705,2022-12-14,2024-12-03,Paid Off,0
1757,CUST00001758,93452.42,Cadillac,XT5,2022,88439.18,3.04,4.81,36,True,30,813,2022-10-11,2025-09-25,Paid Off,0
1760,CUST00001761,70861.94,Buick,Envision,2023,40256.77,17.04,17.43,72,False,15,528,2021-12-26,2027-11-25,Paid Off,0
1762,CUST00001763,25188.39,Chevrolet,Trailblazer,2022,9727.74,18.79,20.82,36,True,24,562,2023-07-09,2026-06-23,Paid Off,0
1768,CUST00001769,119114.18,Cadillac,XT5,2023,75110.67,6.2,5.65,24,True,23,701,2023-02-02,2025-01-22,Paid Off,0
1772,CUST00001773,40682.63,Chevrolet,Silverado 2500HD,2025,18986.87,16.57,16.37,60,False,19,312,2024-03-14,2029-02-16,Paid Off,0
1779,CUST00001780,78391.84,Chevrolet,Traverse,2025,33527.48,16.04,16.35,72,False,33,571,2025-05-05,2031-04-04,Paid Off,0
1787,CUST00001788,52854.3,Buick,Encore,2023,29069.99,8.97,8.97,48,True,38,671,2023-10-27,2027-10-06,Paid Off,0
1789,CUST00001790,91712.2,Cadillac,CT5,2022,54556.85,3.97,6.54,24,True,19,836,2021-11-09,2023-10-30,Paid Off,0
1792,CUST00001793,100807.48,GMC,Yukon,2022,34544.17,17.57,19.58,84,False,29,535,2022-01-21,2028-12-15,Default,1
1793,CUST00001794,80592.84,GMC,Sierra 1500,2023,33803.1,10.9,13.67,72,True,37,692,2024-10-27,2030-09-26,Default,1
1806,CUST00001807,104819.04,GMC,Sierra 3500HD,2023,22492.43,15.25,18.15,60,False,29,584,2025-04-18,2030-03-23,Default,1
1807,CUST00001808,88648.54,Cadillac,CT4,2023,73988.94,3.44,4.44,24,False,19,799,2022-01-09,2023-12-30,Paid Off,0
1811,CUST00001812,64040.67,Chevrolet,Silverado 1500,2022,28375.12,15.37,15.75,36,True,17,477,2023-11-13,2026-10-28,Paid Off,0
1812,CUST00001813,115709.79,Chevrolet,Impala,2023,68888.24,4.75,5.0,48,True,44,779,2023-03-09,2027-02-16,Default,1
1819,CUST00001820,77570.64,GMC,Terrain,2022,30340.09,16.44,18.12,60,False,25,492,2023-01-14,2027-12-19,Paid Off,0
1826,CUST00001827,59564.48,GMC,Sierra 2500HD,2023,62580.75,4.48,3.66,84,True,40,700,2023-07-05,2030-05-29,Paid Off,0
1827,CUST00001828,108057.92,Chevrolet,Trailblazer,2022,74952.45,12.8,15.25,84,True,29,630,2024-11-27,2031-10-22,Paid Off,0
1829,CUST00001830,57640.78,GMC,Hummer EV,2024,21810.43,14.91,15.07,84,False,23,442,2024-03-08,2031-01-31,Default,1
1836,CUST00001837,72300.41,Chevrolet,Colorado,2024,31855.01,14.56,17.0,24,True,9,424,2022-04-09,2024-03-29,Paid Off,0
1837,CUST00001838,68796.37,Chevrolet,Traverse,2023,49729.95,13.18,12.21,24,True,19,647,2022-04-28,2024-04-17,Paid Off,0
1839,CUST00001840,31729.31,Chevrolet,Impala,2023,10076.67,10.14,12.05,48,True,31,636,2025-10-01,2029-09-10,Paid Off,0
1844,CUST00001845,45084.3,Chevrolet,Corvette,2025,17385.59,17.14,16.96,48,False,21,351,2025-03-08,2029-02-15,Default,1
1851,CUST00001852,70892.07,Chevrolet,Silverado 2500HD,2025,36344.1,9.08,11.52,24,True,14,653,2022-10-01,2024-09-20,Paid Off,0
1853,CUST00001854,117135.46,GMC,Sierra 2500HD,2025,56264.07,18.56,17.61,48,False,21,566,2021-11-18,2025-10-28,Paid Off,0
1854,CUST00001855,114557.06,Cadillac,Escalade,2022,68837.6,2.74,4.47,24,True,20,750,2022-07-08,2024-06-27,Paid Off,0
1861,CUST00001862,75144.55,Chevrolet,Bolt EV,2023,57617.22,4.38,3.57,60,True,46,734,2025-08-22,2030-07-27,Default,1
1865,CUST00001866,107887.72,GMC,Sierra 2500HD,2025,84706.63,3.07,2.73,36,True,30,813,2021-11-25,2024-11-09,Paid Off,0
1877,CUST00001878,26466.91,Chevrolet,Malibu,2025,5806.8,16.37,16.99,24,True,11,447,2024-12-29,2026-12-19,Default,1
1884,CUST00001885,110065.77,GMC,Canyon,2025,31755.22,18.18,18.98,24,True,14,509,2022-12-22,2024-12-11,Paid Off,0
1889,CUST00001890,29853.44,Chevrolet,Silverado 2500HD,2025,23223.57,10.31,10.3,36,True,27,643,2022-09-13,2025-08-28,Paid Off,0
1893,CUST00001894,118300.44,Cadillac,CT5,2024,66949.32,4.59,7.39,36,False,28,777,2022-08-18,2025-08-02,Paid Off,0
1898,CUST00001899,99186.38,GMC,Sierra 1500,2022,54247.36,2.82,5.68,24,True,19,798,2023-02-02,2025-01-22,Paid Off,0
1906,CUST00001907,59249.03,GMC,Sierra 3500HD,2022,34347.35,11.03,13.14,24,True,21,605,2022-02-18,2024-02-08,Paid Off,0
1909,CUST00001910,56351.82,Chevrolet,Traverse,2025,53832.85,4.69,5.77,48,True,44,715,2021-11-06,2025-10-16,Paid Off,0
1912,CUST00001913,69515.7,Chevrolet,Blazer,2025,28140.5,18.88,19.08,24,True,13,491,2022-01-18,2024-01-08,Paid Off,0
1925,CUST00001926,28343.61,Chevrolet,Colorado,2023,16317.24,15.25,15.8,24,False,11,385,2022-11-12,2024-11-01,Paid Off,0
1946,CUST00001947,56444.78,Chevrolet,Bolt EV,2023,24685.94,16.23,16.46,48,True,21,463,2022-10-05,2026-09-14,Paid Off,0
1949,CUST00001950,104125.3,Cadillac,XT4,2025,74575.73,11.55,12.09,72,False,37,631,2024-01-20,2029-12-19,Default,1
1959,CUST00001960,33426.11,Chevrolet,Silverado 3500HD,2022,10550.7,15.31,16.18,60,False,18,342,2025-03-17,2030-02-19,Paid Off,0
1968,CUST00001969,26368.59,Buick,Encore,2022,11385.91,15.43,15.27,24,True,9,506,2023-01-28,2025-01-17,Paid Off,0
1969,CUST00001970,99755.86,GMC,Sierra 1500,2025,71793.09,2.6,3.53,24,True,20,847,2022-04-23,2024-04-12,Paid Off,0
1970,CUST00001971,47880.57,Chevrolet,Equinox,2025,23397.25,18.15,18.68,72,False,25,340,2025-07-25,2031-06-24,Paid Off,0
1973,CUST00001974,54301.39,GMC,Yukon XL,2023,54962.89,4.34,3.43,48,True,46,746,2024-02-19,2028-01-29,Default,1
1975,CUST00001976,72917.62,GMC,Yukon,2024,41942.93,16.66,19.1,36,False,14,460,2025-06-29,2028-06-13,Default,1
1976,CUST00001977,36134.91,Chevrolet,Trailblazer,2022,20480.11,16.04,16.8,36,False,20,368,2025-01-08,2027-12-24,Default,1
1980,CUST00001981,80155.12,Cadillac,XT4,2023,39631.87,4.82,5.5,24,False,21,708,2025-02-12,2027-02-02,Paid Off,0
1982,CUST00001983,100765.07,GMC,Terrain,2022,60164.61,3.45,5.71,24,True,22,776,2024-02-27,2026-02-16,Paid Off,0
1984,CUST00001985,65408.3,Chevrolet,Malibu,2022,13703.76,14.39,16.63,48,True,33,560,2022-10-03,2026-09-12,Default,1
1985,CUST00001986,27169.97,Chevrolet,Trailblazer,2022,5602.79,14.92,16.16,24,True,12,469,2022-09-14,2024-09-03,Paid Off,0
1992,CUST00001993,77493.69,Chevrolet,Tahoe,2022,22415.21,15.93,16.99,24,True,11,405,2021-12-25,2023-12-15,Paid Off,0
2002,CUST00002003,69655.88,Chevrolet,Silverado 2500HD,2025,48074.89,10.07,11.06,72,True,29,697,2023-05-04,2029-04-02,Default,1
2003,CUST00002004,56360.15,GMC,Yukon,2023,28016.58,17.05,16.87,72,False,19,560,2024-07-31,2030-06-30,Default,1
2009,CUST00002010,65097.65,GMC,Canyon,2023,15721.89,15.2,17.52,48,False,30,554,2022-07-01,2026-06-10,Paid Off,0
2015,CUST00002016,76872.03,GMC,Acadia,2022,70604.69,5.4,8.17,24,False,21,703,2025-01-22,2027-01-12,Paid Off,0
2024,CUST00002025,113799.48,GMC,Sierra 3500HD,2025,89205.0,5.65,7.25,36,False,33,742,2022-08-20,2025-08-04,Paid Off,0
2027,CUST00002028,44199.75,Chevrolet,Bolt EV,2025,20299.77,18.87,20.07,36,True,18,406,2024-02-02,2027-01-17,Paid Off,0
2035,CUST00002036,71219.94,GMC,Yukon XL,2025,39631.58,10.94,12.49,36,True,26,601,2022-05-13,2025-04-27,Paid Off,0
2037,CUST00002038,103557.19,Cadillac,XT4,2025,78346.82,4.24,6.37,24,False,19,778,2022-04-25,2024-04-14,Paid Off,0
2040,CUST00002041,83856.75,Cadillac,XT6,2023,29596.08,10.47,11.42,24,True,20,607,2025-07-28,2027-07-18,Default,1
2044,CUST00002045,62872.64,GMC,Sierra 2500HD,2024,19931.03,17.95,19.46,24,False,14,538,2023-08-03,2025-07-23,Paid Off,0
2051,CUST00002052,39318.13,Chevrolet,Malibu,2025,19286.35,15.48,18.37,24,False,16,505,2023-09-27,2025-09-16,Paid Off,0
2063,CUST00002064,84655.99,Cadillac,Escalade ESV,2024,66286.14,2.91,2.97,24,True,19,843,2022-09-03,2024-08-23,Paid Off,0
2074,CUST00002075,47392.79,Chevrolet,Colorado,2023,16572.08,15.97,18.34,60,True,15,553,2022-05-03,2027-04-07,Default,1
2079,CUST00002080,87011.68,Cadillac,Celestiq,2023,88003.27,4.6,5.17,24,True,21,839,2022-01-29,2024-01-19,Paid Off,0
2080,CUST00002081,100933.93,GMC,Yukon,2025,43604.1,10.95,13.84,36,True,22,653,2022-06-16,2025-05-31,Paid Off,0
2082,CUST00002083,32107.32,Chevrolet,Camaro,2024,15527.57,17.42,17.24,72,False,25,339,2025-11-03,2031-10-03,Paid Off,0
2085,CUST00002086,107605.47,Chevrolet,Malibu,2023,32497.66,15.41,17.61,24,False,16,633,2022-10-03,2024-09-22,Paid Off,0
2096,CUST00002097,83649.62,Cadillac,Escalade,2025,41822.83,14.46,14.74,36,True,15,589,2022-10-02,2025-09-16,Paid Off,0
2101,CUST00002102,51394.45,GMC,Canyon,2022,53691.65,4.61,7.18,36,True,30,749,2023-11-01,2026-10-16,Default,1
2105,CUST00002106,99106.07,GMC,Acadia,2022,56899.26,14.22,15.43,24,False,20,637,2022-06-07,2024-05-27,Paid Off,0
2108,CUST00002109,53169.45,Chevrolet,Trax,2024,12643.95,14.18,14.36,48,False,20,407,2024-05-16,2028-04-25,Default,1
2134,CUST00002135,53637.24,Chevrolet,Impala,2023,22152.15,10.14,11.24,24,True,17,660,2022-05-24,2024-05-13,Paid Off,0
2145,CUST00002146,37386.89,Buick,Encore GX,2025,19163.58,15.02,14.99,72,False,23,371,2022-10-09,2028-09-07,Paid Off,0
2146,CUST00002147,32294.36,Buick,Encore,2025,7470.95,16.31,16.33,24,False,9,399,2023-07-19,2025-07-08,Paid Off,0
2151,CUST00002152,102222.46,Cadillac,Escalade ESV,2022,21139.06,15.3,14.42,24,True,16,505,2022-01-10,2023-12-31,Paid Off,0
2155,CUST00002156,118818.91,Cadillac,XT4,2022,85065.1,4.89,4.58,24,True,21,843,2022-03-08,2024-02-26,Paid Off,0
2160,CUST00002161,92510.9,Cadillac,CT5,2025,39893.89,11.28,10.4,24,True,20,672,2022-03-27,2024-03-16,Paid Off,0
2166,CUST00002167,69233.27,Chevrolet,Equinox,2023,19879.02,18.42,20.43,36,True,12,581,2024-09-02,2027-08-18,Paid Off,0
2180,CUST00002181,49606.39,Chevrolet,Traverse,2024,22955.63,17.03,16.1,48,True,17,357,2023-10-01,2027-09-10,Default,1
2189,CUST00002190,70678.18,Chevrolet,Tahoe,2022,26965.46,18.7,20.15,84,False,24,474,2022-06-14,2029-05-08,Paid Off,0
2190,CUST00002191,102017.88,Cadillac,Celestiq,2025,58990.29,6.88,7.5,36,True,35,728,2022-09-07,2025-08-22,Paid Off,0
2195,CUST00002196,77985.26,Chevrolet,Silverado 3500HD,2023,21658.25,15.98,15.42,24,False,11,542,2023-01-25,2025-01-14,Paid Off,0
