annual_income,loan_amount,loan_term_months,credit_score,target
65332.14,60288.37,36,656,0
49925.95,26145.66,24,325,0
47492.52,24429.26,24,511,0
33738.04,17308.18,24,624,0
98197.99,56672.8,24,839,0
51642.7,10726.75,60,571,0
34144.29,7919.61,24,403,0
54553.02,15231.53,36,527,0
86681.72,42188.17,48,631,0
111586.01,73932.71,48,660,1
46696.86,26567.87,36,550,0
99885.39,57136.56,60,584,1
76109.75,18214.86,36,406,0
46553.54,14630.73,24,457,0
56432.93,31954.01,36,470,0
49760.6,14785.45,24,495,0
105325.2,50259.49,36,558,0
60920.85,42192.93,72,696,0
48589.53,17213.59,84,320,1
100108.12,26171.27,84,528,1
95185.19,57641.97,24,723,0
73577.99,46240.97,72,464,0
110603.11,72279.45,24,705,0
31064.18,16808.6,36,438,0
35655.94,12698.78,84,453,0
95263.05,20564.39,24,573,0
119512.01,70381.33,72,705,0
48311.87,29925.28,84,636,0
67839.65,38114.9,24,529,0
54842.07,21053.79,36,502,0
92338.31,38265.73,84,599,0
30276.95,18197.92,36,572,1
37601.24,20145.23,72,557,0
108770.22,68627.29,24,805,0
98022.63,66872.8,84,742,1
80484.76,61418.29,48,626,0
54178.98,20618.74,36,449,0
39220.66,13459.69,24,416,0
104096.02,57276.71,24,799,0
56492.05,59338.41,24,749,0
61957.86,46028.27,24,719,0
106748.22,23569.68,24,538,0
69203.7,26292.25,48,690,1
44854.34,22160.71,24,414,0
44068.66,11876.29,36,426,0
80033.33,59675.32,36,757,0
74690.67,44918.04,36,526,0
38802.79,17851.51,36,430,0
33474.28,19082.81,24,461,0
29800.06,10089.7,72,306,0
86149.74,25977.99,36,615,0
79541.44,31211.34,48,501,0
87330.78,32113.2,24,597,0
84041.1,62005.83,24,699,0
75488.11,43676.25,24,740,0
90345.01,67188.78,36,632,0
66332.94,25267.54,60,451,0
48108.54,25352.22,72,398,1
80769.5,62571.18,24,700,0
62488.28,14526.92,24,509,1
119502.14,59042.32,84,687,1
83607.58,70253.69,60,750,1
65783.47,85914.48,36,704,1
109988.85,41793.46,36,595,0
67964.07,34756.13,60,528,0
85286.64,51823.93,60,842,1
72993.86,45826.82,60,696,0
46464.45,38978.48,84,618,0
72164.04,43545.91,72,693,1
74586.95,56973.02,84,650,1
101665.74,32368.01,24,595,0
76471.62,36080.25,24,410,0
102821.5,50252.97,60,626,1
105734.85,79612.02,72,787,1
98182.81,29171.27,24,631,0
39303.99,8731.7,60,332,0
79439.27,42950.95,36,422,0
41428.75,20621.06,48,505,1
98679.28,40558.09,36,664,1
51928.07,31642.93,84,572,1
49359.6,17295.63,72,355,0
71605.4,23810.53,36,417,0
78567.48,20514.12,24,478,0
49523.96,14464.34,72,564,1
60309.23,33958.38,24,676,0
33597.17,8809.76,24,509,0
79947.21,88963.78,48,730,0
117290.19,70271.49,24,805,0
110600.74,85520.51,36,660,0
32886.66,26495.57,36,622,0
36115.03,23411.15,36,601,1
45971.45,11738.23,36,527,0
42828.34,25773.42,72,627,1
82545.58,66513.77,36,834,0
101054.21,65324.26,24,795,0
118009.36,43084.88,36,618,0
94200.68,87493.41,24,677,0
46363.02,32572.65,84,623,1
79707.97,43202.94,36,574,0
73705.05,38634.03,36,470,0
63708.32,40763.18,24,694,0
32150.46,18544.3,72,333,0
97124.02,79853.54,60,731,1
80979.02,48016.34,36,805,1
87714.35,24325.08,36,567,0
77171.36,54234.97,36,660,0
93333.8,71448.03,24,732,0
36096.98,8955.12,24,318,0
103640.71,76983.64,84,702,0
56975.99,15983.8,24,444,0
94110.09,42282.79,84,504,1
46339.25,21523.38,84,389,0
106696.89,38321.64,24,537,0
101462.94,43763.72,72,644,0
61571.12,35621.34,36,550,0
72164.13,28976.65,72,445,0
25088.58,6783.41,24,513,0
66545.59,38311.79,72,424,0
86941.8,66966.32,72,690,1
29444.15,15277.65,24,353,0
115682.62,28341.06,48,583,0
37552.13,13903.23,36,625,0
81400.85,76274.71,24,710,0
31654.75,16971.84,84,594,1
43843.83,10908.0,48,312,0
39642.88,10838.03,24,393,0
103607.27,47527.54,84,663,1
46174.54,28021.35,36,588,0
92954.14,38585.57,24,521,1
106905.67,64724.89,36,807,0
116211.61,40639.46,36,563,0
26013.46,11123.79,72,314,1
62066.01,36624.75,36,637,0
58144.28,17710.0,84,532,1
27397.54,6264.12,72,318,0
67206.25,24463.92,24,524,0
65902.35,57270.8,48,738,0
115971.03,71172.91,72,559,1
90174.65,42993.38,36,734,1
112398.42,72397.82,48,684,1
93340.33,39688.84,24,604,0
104869.74,52632.8,36,643,0
84507.52,64655.7,48,771,0
109114.58,64462.0,24,803,0
71866.43,29151.97,24,663,1
49541.96,14231.86,24,301,1
31095.21,18493.55,24,346,0
111764.02,63941.26,72,788,1
85575.86,63956.95,84,759,0
60589.52,51966.76,48,676,0
98751.68,56919.42,60,739,1
44138.77,15833.29,24,608,0
83336.55,70512.52,36,724,0
87522.73,70869.84,84,748,1
44884.05,35207.94,60,602,1
46907.73,17865.09,48,629,1
89697.12,40953.38,36,583,0
63454.11,33635.67,36,551,0
52281.91,20848.58,24,506,0
49567.85,10734.12,24,527,0
26710.33,12205.53,24,551,0
73193.68,53109.47,24,666,0
74791.28,43074.98,72,582,1
37358.48,27522.11,24,607,0
43455.27,31331.62,24,635,0
49085.49,14530.82,36,389,1
39259.25,18711.51,36,320,1
54842.12,18939.8,24,589,0
81931.62,62108.84,36,678,0
44098.9,10834.11,36,340,1
36800.04,27564.79,24,608,0
39234.89,22280.9,36,354,1
107852.97,81084.55,84,815,1
92783.45,54763.01,36,667,0
98081.41,26928.09,24,587,0
97233.74,78568.33,36,834,1
83357.21,52497.96,36,788,0
42545.1,15953.16,60,326,1
116888.92,87465.31,24,816,0
116803.0,62781.58,24,763,0
98120.9,72096.0,84,750,0
49480.57,11635.52,24,493,0
95509.45,59543.15,24,839,0
89913.12,65074.79,24,675,0
99426.06,53725.4,72,746,1
62727.23,38415.43,36,477,0
89179.6,80415.62,84,821,0
35024.92,11582.8,48,538,0
101379.25,51777.44,48,647,1
52538.71,41056.05,24,726,0
31993.47,11062.08,24,556,1
113624.6,70261.97,36,759,1
39053.92,16208.24,36,417,0
77905.57,50745.83,24,737,1
32039.31,13713.61,36,401,1
75630.85,43621.78,24,403,1
58509.15,50491.03,24,735,0
66092.19,66878.95,60,706,1
61294.95,15086.33,60,507,0
56842.89,12762.63,24,533,0
88290.19,55097.79,24,783,0
103511.1,49732.71,36,694,0
43219.76,24469.02,24,563,0
82820.92,58556.5,60,783,0
80052.45,83525.94,72,824,0
99617.05,78136.42,24,808,0
109861.4,32035.41,48,532,1
47395.79,16438.53,36,635,0
95645.4,65060.78,24,686,0
54080.81,19884.54,24,683,0
25801.04,6343.86,60,321,0
69063.55,39318.65,60,594,1
47749.65,22312.45,24,431,0
38339.26,8792.35,60,407,0
76976.2,23792.51,24,455,0
102413.66,49734.11,60,531,1
61489.78,23243.33,48,606,1
87439.0,75429.59,72,670,0
69093.08,38059.07,24,521,0
30841.65,12332.63,72,344,1
115651.27,63599.99,24,676,0
109989.75,62784.59,48,769,1
64596.13,56310.52,36,703,0
100525.09,76376.53,24,734,0
66020.69,23616.47,36,527,0
77386.48,31445.62,24,668,0
86750.85,50558.73,72,524,0
48709.53,22617.54,24,489,1
108375.49,23296.36,24,599,0
66860.39,59048.64,24,676,0
70085.18,32945.01,60,707,0
41853.1,18611.53,36,344,0
108048.24,78438.74,84,767,1
63028.36,34580.17,48,503,1
42495.95,23645.46,24,499,1
68023.99,49122.28,36,609,0
63047.29,17745.1,36,516,0
60146.53,19011.05,36,633,0
69997.01,20464.84,36,551,0
36586.07,7809.69,24,443,0
47847.85,38651.52,24,601,0
98331.68,49385.46,36,725,0
67384.72,19081.06,72,585,0
30471.6,10700.72,24,517,1
114777.59,61997.45,24,671,0
89020.76,69635.18,24,707,0
30386.13,8584.32,24,317,0
78113.79,41631.7,60,479,0
87904.22,51404.43,24,656,0
108746.67,59024.16,60,840,1
60563.86,34529.62,24,717,0
44717.81,20895.25,24,467,1
92274.98,88406.77,24,714,0
80462.69,55387.05,24,649,0
81689.4,58162.07,24,644,0
90847.49,74855.17,36,837,1
100070.89,53697.63,36,556,0
102669.42,61499.77,24,795,0
114339.76,86620.36,24,645,0
110574.78,54744.42,48,578,0
103467.49,64129.62,36,820,1
118820.21,85991.41,24,820,0
111093.73,75658.43,36,615,0
103222.11,78619.65,24,638,0
115084.62,49145.98,24,619,0
112096.5,77593.75,36,664,0
37036.94,11208.23,84,407,1
72750.68,20091.21,48,470,1
61617.46,34785.54,84,416,1
81442.09,51815.43,24,727,0
66586.84,19478.02,24,468,0
28544.72,14232.42,48,381,0
49198.27,24487.4,72,323,1
73142.64,50557.12,24,636,0
63778.13,36700.08,24,434,0
84906.55,83690.85,24,770,0
115794.41,83841.27,24,741,0
69112.0,31082.96,36,542,0
109467.97,69816.93,72,805,0
89063.12,31581.08,24,589,0
84324.31,37020.86,24,651,0
76713.61,23924.69,36,489,0
85263.57,85902.99,36,759,0
26652.87,7530.05,48,556,0
73015.72,41527.7,36,725,0
47872.81,24617.68,36,478,0
76379.91,39229.23,48,624,0
55846.94,32123.09,84,623,0
56490.65,15140.98,24,426,0
114523.17,36206.51,24,636,0
47893.67,27342.1,24,465,0
78463.02,47719.03,48,721,1
108361.46,82563.63,72,636,1
80079.95,49643.67,60,692,0
110941.24,29812.47,24,506,0
55994.82,28978.57,24,562,0
81626.48,62787.12,48,833,1
53504.55,30264.29,24,584,0
49020.9,11669.57,36,421,0
96213.58,35459.22,24,520,0
88006.85,23365.94,36,518,0
42712.78,14072.81,24,486,0
35171.86,18256.3,36,583,1
86514.66,73815.36,24,788,0
75767.39,38300.82,24,651,0
111153.36,56928.28,48,704,1
89913.42,84139.5,36,776,0
58147.91,23483.45,36,463,0
61570.64,50377.6,60,631,1
40195.36,21367.18,60,472,1
69398.69,22698.61,72,451,1
102042.82,33016.24,36,579,1
86382.94,22247.08,36,554,0
119928.93,46796.53,24,597,0
68328.6,27716.12,72,400,1
112908.98,59935.82,24,737,0
91507.83,39486.11,36,567,0
86444.09,62206.56,36,646,0
68579.84,85998.75,24,707,0
34749.43,19453.13,36,529,0
62913.68,17112.48,24,549,0
45920.15,11521.92,24,584,0
44205.7,10269.84,84,591,0
64144.28,34510.16,36,574,0
49999.86,19628.53,84,383,0
106213.13,44071.96,60,653,0
116016.24,34216.18,36,572,0
102065.64,59692.98,60,543,0
115205.65,84769.67,84,618,1
47074.05,12267.48,36,539,0
119682.04,67237.29,24,511,0
92395.66,19217.59,24,574,0
47636.23,13974.45,72,360,1
26206.55,6099.03,36,571,0
44167.29,21668.96,24,429,0
83127.32,66766.23,60,801,0
105295.81,79353.58,84,680,1
80306.09,46634.52,24,574,0
64463.21,22816.13,84,469,1
40155.0,17234.64,84,628,0
100028.25,51775.41,24,632,0
82809.32,59330.08,24,761,0
85600.38,53322.74,36,675,1
104161.47,53842.68,36,614,0
70118.8,36246.82,60,722,1
115070.09,84470.94,48,830,0
70482.98,34867.41,48,696,1
82381.72,49248.42,48,655,1
86767.76,22417.29,84,584,0
66052.67,20851.88,72,563,1
54656.59,16973.75,60,494,1
97801.66,34542.01,60,576,1
100892.06,24593.04,60,524,1
27729.13,20491.69,24,619,0
81235.95,26454.37,48,580,0
86975.64,39357.69,24,513,0
52329.4,22074.49,60,651,1
77660.35,33574.09,36,569,0
90037.59,58538.81,24,640,0
61213.84,39683.13,36,696,0
115126.44,43495.37,24,636,1
52719.7,30870.43,36,524,0
74217.16,45957.46,24,638,0
42217.4,20534.03,36,441,0
84676.51,76179.89,60,707,0
59048.52,14510.39,36,540,0
105030.79,29773.62,48,502,0
30283.8,13198.41,48,441,1
52051.33,24566.31,24,460,0
77536.1,31861.89,60,442,1
31578.51,11278.52,36,346,0
43593.73,16680.56,24,415,0
96953.27,83240.05,24,847,0
86932.57,89941.1,24,747,0
35964.66,19104.03,36,511,0
65158.12,25348.01,24,602,0
28361.62,9674.13,24,520,0
75648.4,24815.22,72,585,0
52760.85,33557.45,36,626,0
106174.16,52370.62,36,630,0
74421.96,16292.0,36,594,0
86374.19,58975.95,36,683,1
38482.1,13671.05,72,544,0
46142.43,13475.76,36,446,1
84130.61,58628.01,72,841,1
48424.38,22539.12,24,539,0
71399.57,32592.88,24,589,0
83055.16,21698.68,36,543,0
62572.96,15566.52,24,491,0
59162.11,11870.86,24,541,0
60113.93,17000.46,60,643,1
93751.86,74279.29,36,646,0
30729.75,12344.51,36,320,0
105960.36,77586.33,24,664,0
71011.44,16721.63,24,435,0
70716.6,56261.65,36,624,1
75226.81,73491.21,72,716,1
53742.2,27197.08,36,745,1
106633.29,42688.97,24,598,0
30701.6,8767.14,24,494,0
48001.15,21053.79,24,472,0
61420.42,30028.38,24,511,0
60476.82,59353.3,24,699,0
91252.65,55964.6,24,833,0
38769.76,15385.92,24,514,0
111240.94,51722.11,60,739,0
104170.64,59937.01,36,809,0
57586.49,24450.31,36,439,0
118491.45,78543.36,24,626,0
91614.51,18588.47,24,531,0
100793.06,71982.22,24,829,0
81490.71,32749.09,60,540,1
88464.74,80229.26,36,724,0
33692.86,14437.94,24,413,0
111070.14,28015.4,24,521,1
51865.82,19348.73,24,644,0
92334.88,84553.92,36,790,1
82334.25,34559.04,60,577,0
52785.11,44197.07,24,717,0
70088.27,56656.69,24,661,0
113471.28,28244.16,24,501,0
48518.09,27934.66,24,304,0
94549.27,51857.2,36,677,0
64563.28,31373.02,24,588,0
111719.53,84283.14,72,824,0
62730.53,15314.37,36,582,0
91745.86,28657.56,24,528,0
47028.31,37254.77,36,606,0
60447.3,35147.44,72,454,0
71879.44,40193.46,48,523,1
104472.12,83030.58,24,774,0
114460.37,59969.45,60,557,0
118962.5,45059.21,60,578,1
90120.59,79897.08,24,674,0
86485.57,41725.18,72,539,1
82766.6,25279.49,72,527,0
56352.34,31709.21,48,426,0
99485.6,62272.84,60,678,1
46020.49,12018.24,24,422,0
37288.32,25430.26,24,622,0
118440.74,61827.06,36,581,0
26392.45,19344.57,60,637,0
36229.63,14658.83,36,334,0
65461.09,27732.05,48,553,1
61993.23,13647.21,72,512,1
80575.03,52667.88,36,617,0
45232.5,13061.46,36,440,0
36485.88,11434.07,36,459,0
54139.39,29042.35,24,589,0
40129.25,9820.78,36,352,0
25513.3,11315.89,36,510,0
114541.38,43929.91,36,647,0
70999.19,42851.55,60,432,1
104297.65,81382.91,24,791,0
40572.11,13143.4,72,395,0
117094.43,42150.99,48,501,0
92620.09,54424.58,84,802,0
64832.0,13891.93,24,547,0
76696.5,82547.28,36,750,0
89721.53,31472.15,36,549,0
102441.44,58301.56,60,764,1
73260.29,86517.12,84,716,1
42150.74,15420.45,60,590,0
25480.97,10161.9,24,483,0
26194.52,6367.55,24,486,0
50648.07,20503.05,24,626,0
35099.81,20817.21,24,531,0
63537.87,42601.83,24,688,0
91677.66,56747.81,60,677,0
107636.56,63686.74,24,756,0
32055.58,16609.22,24,304,0
113487.49,35280.6,60,535,0
116413.41,51984.85,24,604,0
104568.6,69307.5,48,708,0
80487.75,28030.1,72,507,0
28193.33,14737.62,36,473,0
96732.88,36174.2,36,594,1
45490.34,22070.35,24,392,0
94690.83,73117.8,84,691,0
63234.93,47262.68,24,615,0
111605.06,82772.88,36,806,0
94724.49,33865.63,72,563,0
29465.63,14081.48,36,327,0
80796.32,63179.07,24,625,0
80501.95,54484.47,84,757,1
59736.83,26128.69,36,414,0
90921.1,72958.96,36,808,0
107297.47,60040.93,24,725,0
44314.36,34238.15,60,626,0
27254.8,7227.28,24,480,0
59719.3,23317.8,24,569,0
115420.92,82230.7,48,639,1
33230.56,21246.46,24,636,0
37400.35,16114.89,72,321,1
54200.31,21687.9,84,424,1
66517.07,61919.07,72,749,1
58821.33,18092.78,24,410,0
62030.27,15562.0,36,526,0
112965.48,54390.41,48,687,0
88264.37,51176.25,36,788,0
56364.38,15966.93,72,444,0
38002.76,17548.62,48,488,1
43373.24,24357.4,24,479,0
109869.68,72834.96,60,777,0
116159.28,47452.57,24,693,0
81145.25,18809.94,36,539,0
79617.65,49341.59,48,706,1
115458.88,34022.45,48,614,1
51062.42,29009.77,84,522,1
116285.07,74955.33,36,763,0
86178.41,44682.88,36,530,0
73969.43,44517.7,24,593,0
40209.69,20486.2,36,502,1
104913.34,40782.93,24,661,0
73259.1,39479.33,72,722,1
36772.59,18611.95,36,377,0
27017.37,5554.41,36,535,0
35833.28,17433.37,24,642,0
68402.43,33867.47,84,469,0
32680.12,19145.41,48,422,0
56046.85,26602.68,48,410,0
83293.29,31304.73,72,629,0
64559.31,31443.04,84,467,0
86731.92,49064.66,36,711,0
58345.85,33143.86,24,579,0
41107.8,24618.94,36,510,1
106625.23,70916.62,36,753,0
63902.08,31884.92,24,485,0
31592.96,18810.91,36,590,0
87405.02,37674.84,60,530,0
42930.72,22292.8,24,524,0
66997.22,80206.23,36,721,0
31690.66,16920.92,48,370,1
97433.23,52031.75,48,544,0
56267.24,36403.14,36,637,0
44293.58,22337.09,36,599,0
36506.26,11629.77,72,461,0
43246.91,12998.26,24,379,0
43206.93,9925.42,60,338,0
46680.48,10942.94,60,545,1
45345.35,10004.62,84,564,0
118049.58,74685.32,24,774,1
46684.97,21242.49,24,402,1
30837.98,8789.22,72,436,0
101434.51,26630.11,48,590,0
41122.55,31206.35,24,614,0
59222.91,30428.68,72,437,1
35035.09,8984.0,36,472,1
73754.25,33407.56,24,528,0
51334.72,11115.47,36,414,0
78391.67,46647.06,36,482,0
88988.22,49628.94,24,825,0
63461.78,62593.94,60,743,1
69064.45,25027.11,60,413,1
114057.37,54195.06,60,531,1
32354.47,17272.95,24,368,1
44501.17,10644.52,24,315,0
74196.42,19838.58,24,508,0
56797.55,41800.11,24,625,0
62376.6,36436.62,24,500,0
42968.88,21791.1,72,621,1
116287.67,75318.01,72,662,1
100569.31,38273.82,36,575,0
92338.6,42583.88,84,697,1
116272.53,45857.82,36,614,0
86955.12,53863.51,60,669,1
98123.52,87744.62,72,762,1
38917.63,10800.14,48,584,1
93864.95,87714.91,36,711,0
46865.68,24490.66,84,351,1
106829.64,79604.87,60,724,1
39001.03,12990.13,36,339,0
33642.52,7141.38,60,544,1
74669.29,16730.0,24,492,0
50234.43,42378.63,24,666,0
97699.3,60535.52,48,696,1
62035.16,47353.08,36,626,0
80466.14,48872.8,72,655,0
66630.96,26490.77,24,553,0
83111.6,23611.98,48,602,1
99757.45,76376.5,48,819,1
26735.21,8122.83,24,561,0
69521.8,37288.21,24,421,0
111391.78,69289.46,24,728,0
86249.39,40019.0,72,510,1
84572.5,46882.28,24,733,0
78363.67,27297.84,84,428,0
94300.56,39713.4,24,641,0
71227.78,41931.67,36,738,0
59863.55,24024.73,24,627,0
42912.67,13609.06,72,610,0
69622.38,36840.54,24,613,0
36190.62,8971.3,24,508,0
47811.76,14944.83,36,325,1
26725.53,9916.28,36,339,0
41476.26,9590.35,72,420,0
52914.23,20442.39,60,573,1
95434.28,69896.18,84,839,1
101592.91,72053.12,36,843,0
68979.69,17357.47,24,437,0
36658.8,17771.08,48,604,0
87313.18,83145.3,84,673,1
118613.58,70822.56,36,824,0
69038.93,48495.62,60,640,1
99526.92,79804.07,36,747,1
51537.01,32134.01,84,745,1
119917.82,67019.01,36,720,0
31982.95,13581.7,36,433,0
89765.4,41830.68,24,607,0
90704.74,30890.94,60,559,1
115819.32,42129.14,24,534,1
90689.11,87179.09,24,829,0
44508.67,18833.45,48,359,0
43223.56,34618.62,24,635,0
68311.04,63047.14,72,733,0
103078.73,38816.82,72,571,0
80107.12,65522.17,24,680,1
50097.29,20286.35,36,577,0
111384.74,75462.22,24,668,0
81168.29,52229.12,84,810,1
68381.97,53013.98,24,620,0
119085.8,40976.12,36,592,0
47855.58,10857.62,24,370,1
98119.59,42749.55,36,539,0
47133.62,38550.48,60,632,1
71254.25,58925.33,60,734,1
55123.61,32714.18,24,583,0
80034.28,52256.07,24,611,0
84146.05,71555.37,36,762,1
71284.65,30329.44,24,562,0
58390.21,21218.02,24,440,0
103466.43,48963.61,48,655,1
39369.19,19538.07,36,514,0
115892.94,86595.84,36,722,1
61191.85,34943.5,72,443,0
65304.06,35534.99,60,525,1
99827.74,72577.29,84,686,1
81295.57,17140.59,36,557,0
99128.58,54040.35,84,825,0
51442.14,60038.59,84,706,1
71209.98,38930.03,36,723,0
61624.32,19124.53,48,610,1
26627.17,16860.73,24,494,0
106390.48,44072.95,72,530,1
89840.94,66414.96,24,835,0
103659.51,27867.24,24,557,0
27134.07,12185.32,72,320,1
98977.62,85495.31,48,780,1
64301.98,16078.25,24,468,0
97961.99,63318.78,48,812,0
101206.57,67890.17,48,819,0
34313.65,16164.38,36,642,0
111874.98,87288.84,48,632,1
95828.54,67476.81,24,732,1
100886.5,60954.77,48,609,0
60975.54,27959.1,24,540,0
66951.33,16312.16,60,556,1
78629.75,79732.3,24,664,0
119650.45,84818.57,24,823,0
38581.72,10201.18,24,398,0
87359.75,39703.15,84,624,1
51120.06,32725.8,24,436,0
90209.76,23615.57,36,552,0
106438.64,67344.47,36,724,0
61179.76,20002.36,60,574,1
101433.98,39780.44,60,605,1
36175.14,11244.34,48,328,1
91513.66,86738.43,24,812,0
29644.52,13754.63,36,390,0
47952.95,17739.11,48,510,1
58230.02,49848.62,24,705,0
113800.52,49931.45,84,688,1
52978.52,28610.83,24,730,0
49344.06,12799.03,84,523,1
47032.79,13786.44,24,338,1
96380.11,53632.48,24,745,0
90532.36,58817.96,24,809,0
119693.94,55886.24,24,594,0
95144.15,42751.62,24,612,0
37533.54,8310.69,84,499,1
51795.59,24942.44,24,510,0
65355.64,31878.89,36,459,0
108511.33,72178.3,24,809,0
68624.49,20605.54,24,591,0
84550.58,68437.68,36,711,0
117402.4,62497.1,84,583,0
53490.46,20989.47,24,500,0
51805.04,26701.08,24,482,0
26309.0,7441.6,72,373,1
78259.39,71324.95,36,692,0
107510.48,86462.64,36,821,1
110228.36,70421.31,36,654,0
69600.26,19262.53,24,552,0
106843.83,65067.45,24,550,0
63449.39,67690.96,36,702,0
63431.66,20875.39,48,422,1
115214.52,80854.22,24,767,0
30693.59,18684.45,24,481,0
88587.75,49915.22,48,753,0
78464.17,45025.86,60,405,0
71289.33,23876.48,36,456,0
64739.27,23529.54,60,463,1
63592.4,20771.67,24,641,0
70094.87,44760.11,48,603,1
66335.25,26263.97,60,480,1
71502.75,36986.33,60,656,1
96753.08,87342.78,24,820,0
60973.77,13603.1,72,478,1
115770.06,52999.5,24,707,0
79677.68,43245.46,84,577,1
36651.4,8330.48,36,539,1
109254.32,83886.5,24,740,0
83615.51,30951.04,24,615,0
115564.86,81017.11,24,787,0
92332.51,82174.79,24,818,0
97890.26,79105.36,84,809,1
59131.48,24233.96,60,690,0
85075.03,72017.49,36,774,1
107403.21,84699.97,36,715,1
58942.62,22012.68,48,623,1
37205.63,16887.45,36,372,0
75682.36,35908.87,48,590,1
59879.83,31354.91,36,601,1
100262.1,57158.98,24,559,0
57582.52,14296.12,60,533,0
33407.31,10978.71,36,382,0
103699.68,37353.23,24,504,0
94851.47,53905.28,60,812,1
102570.96,73734.85,36,640,0
49971.82,18969.72,24,396,0
69135.06,25957.52,24,684,0
57934.74,68339.77,60,726,1
37679.93,20154.85,48,341,1
79287.45,51801.86,24,742,0
83065.48,42729.14,36,500,0
95387.84,65568.66,24,644,0
118520.93,70119.85,24,809,0
112870.09,63491.1,24,518,0
51421.65,22458.26,24,681,0
29774.52,12207.07,84,482,0
51386.68,22374.74,84,465,1
106146.82,60177.45,60,512,0
119497.41,28630.46,60,577,0
50542.95,38997.04,24,646,1
96916.76,70645.02,60,840,0
90942.11,60209.79,24,693,0
78420.15,18836.96,36,421,0
81266.1,19222.24,36,586,0
39349.73,16758.11,24,457,0
52672.43,43282.39,36,676,0
48352.97,29150.85,60,407,0
96159.58,69415.71,24,811,0
80874.87,65981.71,60,779,0
108491.73,48505.74,36,679,0
64668.82,32070.06,48,525,1
92717.33,74724.27,48,698,1
28223.39,6593.98,24,547,0
50442.75,25908.52,36,664,0
71336.8,64436.82,60,666,0
72231.67,56112.95,36,702,1
58964.27,52169.93,48,688,1
30689.13,12692.26,48,455,1
108483.92,86722.22,36,605,0
84018.98,42921.66,36,610,0
115187.49,46033.08,24,680,0
67180.09,28675.62,24,446,0
47443.83,23918.67,24,385,0
81850.94,53103.32,24,600,0
112049.52,59816.27,24,742,0
50074.7,27471.71,48,496,1
56070.26,22083.14,48,527,0
82431.16,24515.16,84,544,1
109401.79,26535.11,24,596,0
100008.66,58206.89,24,558,0
94351.3,81481.13,24,810,0
73094.96,48993.2,84,628,0
66688.67,46575.57,24,725,0
36747.72,12061.27,84,365,1
30276.45,8125.96,36,510,0
40646.53,12115.31,36,399,0
103409.6,74045.74,36,775,0
34652.87,16337.47,72,483,1
99033.39,29519.85,36,641,0
79186.47,25182.22,72,403,1
116601.55,75136.71,24,800,1
46273.4,17677.13,24,425,0
45961.95,18339.4,24,488,0
108742.58,86255.72,60,765,1
75648.29,23819.78,24,548,0
96294.71,71726.64,36,673,0
31320.47,6756.65,24,387,0
56529.95,18305.42,72,590,1
98012.18,58861.63,24,562,0
105496.37,63449.49,24,821,0
53328.29,23482.89,60,419,1
113000.2,82081.95,24,825,0
50794.32,11744.04,84,548,1
